DateTime,Day,Weekday,Hour,Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
2018-09-11 20:00:00,11,3,20,0,"11,9",72,"2,5",526,7,0,0,0
2018-09-11 21:00:00,11,3,21,0,"11,4",74,"1,9",498,"6,9",0,0,0
2018-09-11 22:00:00,11,3,22,0,"11,2",75,"1,7",478,"6,9",0,0,0
2018-09-11 23:00:00,11,3,23,0,"10,9",76,"1,2",456,"6,8",0,0,0
2018-09-13 00:00:00,13,5,0,968,"21,9",62,1,1822,"14,2",0,0,0
2018-09-13 01:00:00,13,5,1,736,"21,5",65,1,2000,"14,6",0,0,0
2018-09-13 02:00:00,13,5,2,437,"21,2",66,"0,8",2000,"14,5",0,0,0
2018-09-13 03:00:00,13,5,3,304,"20,9",68,"1,7",2000,"14,7",0,0,0
2018-09-13 04:00:00,13,5,4,240,"20,7",69,"1,3",2000,"14,8",0,0,0
2018-09-13 05:00:00,13,5,5,248,"20,5",70,"1,2",2000,"14,8",0,0,0
2018-09-13 06:00:00,13,5,6,655,"20,3",71,"1,6",2000,"14,8",0,0,0
2018-09-13 07:00:00,13,5,7,1448,"20,5",69,"1,4",2000,"14,6","0,03",0,0
2018-09-13 08:00:00,13,5,8,2329,"20,9",68,"1,3",2000,"14,7","0,18",0,0
2018-09-13 09:00:00,13,5,9,1322,"21,8",64,"1,6",2000,"14,6","0,52",0,0
2018-09-13 10:00:00,13,5,10,915,"22,7",61,"0,9",2000,"14,7","0,82",0,0
2018-09-13 11:00:00,13,5,11,972,"23,5",61,"1,2",2000,"15,5","0,95",0,0
2018-09-13 12:00:00,13,5,12,1119,"24,3",59,"1,5",2000,"15,7","1,12",0,0
2018-09-13 13:00:00,13,5,13,1014,"25,1",56,2,1964,"15,6","1,41",0,0
2018-09-13 14:00:00,13,5,14,1097,"27,2",49,"1,5",1945,"15,5","2,54",0,0
2018-09-13 15:00:00,13,5,15,1200,"27,8",49,"1,4",1963,"16,1","1,97",0,0
2018-09-13 16:00:00,13,5,16,1436,"28,2",48,"1,4",1995,"16,1","1,7",0,0
2018-09-13 17:00:00,13,5,17,2021,"27,9",51,"1,4",2000,"16,8","1,19",0,0
2018-09-13 18:00:00,13,5,18,3146,"26,7",56,"1,8",2000,"17,1","0,47",0,0
2018-09-13 19:00:00,13,5,19,2365,"25,4",61,"0,6",2000,"17,3","0,03",0,0
2018-09-13 20:00:00,13,5,20,2003,"24,6",62,"0,9",2000,"16,8",0,0,0
2018-09-13 21:00:00,13,5,21,2000,"23,8",67,"0,6",2000,"17,2",0,0,0
2018-09-13 22:00:00,13,5,22,1713,"22,8",70,1,2000,17,0,0,0
2018-09-13 23:00:00,13,5,23,1303,"22,4",73,"0,3",1980,"17,3",0,0,0
2018-09-14 00:00:00,14,6,0,971,"22,1",74,"1,1",1962,"17,2",0,0,0
2018-09-14 01:00:00,14,6,1,775,"21,6",75,"1,1",1671,"16,9",0,0,0
2018-09-14 02:00:00,14,6,2,482,"21,3",75,"1,1",2000,"16,6",0,0,0
2018-09-14 03:00:00,14,6,3,349,21,76,"0,7",1995,"16,6",0,0,0
2018-09-14 04:00:00,14,6,4,223,"20,7",76,1,2000,"16,3",0,0,0
2018-09-14 05:00:00,14,6,5,249,"20,7",77,"0,9",2000,"16,5",0,0,0
2018-09-14 06:00:00,14,6,6,644,"20,4",78,1,2000,"16,4",0,0,0
2018-09-14 07:00:00,14,6,7,1456,"20,5",76,"1,3",2000,"16,1","0,06",0,0
2018-09-14 08:00:00,14,6,8,2253,"21,4",70,"1,5",1986,"15,6","0,38",0,0
2018-09-14 09:00:00,14,6,9,1201,"22,3",69,"1,3",2000,"16,3","0,61",0,0
2018-09-14 10:00:00,14,6,10,936,"23,3",65,"1,4",1996,"16,3","0,76",0,0
2018-09-14 11:00:00,14,6,11,982,24,64,"1,3",2000,"16,7","0,95",0,0
2018-09-14 12:00:00,14,6,12,1088,"25,3",56,"1,2",1960,"15,8","1,35",0,0
2018-09-14 13:00:00,14,6,13,1155,"26,4",57,"1,2",2000,"17,1","1,8",0,0
2018-09-14 14:00:00,14,6,14,1199,"26,3",58,"1,5",1986,"17,3","1,37",0,0
2018-09-14 15:00:00,14,6,15,1347,"26,6",55,"1,8",2000,"16,8","1,1",0,0
2018-09-14 16:00:00,14,6,16,1503,"26,3",57,"1,6",2000,17,"0,72",0,0
2018-09-14 17:00:00,14,6,17,2059,"25,9",56,"1,7",2000,"16,4","0,42",0,0
2018-09-14 18:00:00,14,6,18,2826,"25,7",57,"1,5",2000,"16,5","0,24",0,0
2018-09-14 19:00:00,14,6,19,1996,"25,3",60,"1,2",2000,"16,9","0,04",0,0
2018-09-14 20:00:00,14,6,20,1869,25,61,"1,1",2000,"16,9",0,0,0
2018-09-14 21:00:00,14,6,21,1259,"24,7",61,"1,6",2000,"16,6",0,0,0
2018-09-14 22:00:00,14,6,22,567,24,73,"2,1",1541,"18,8",0,0,0
2018-09-14 23:00:00,14,6,23,810,"22,3",87,"1,1",1810,20,0,"0,5",0
2018-09-15 00:00:00,15,7,0,906,"21,8",83,"1,5",2000,"18,7",0,0,0
2018-09-15 01:00:00,15,7,1,881,"21,8",79,"1,4",2000,"17,9",0,0,0
2018-09-15 02:00:00,15,7,2,580,"21,7",78,1,2000,"17,6",0,0,0
2018-09-15 03:00:00,15,7,3,302,"21,6",80,"1,2",2000,"17,9",0,0,0
2018-09-15 04:00:00,15,7,4,234,"21,2",83,"0,6",2000,"18,1",0,"0,1",0
2018-09-15 05:00:00,15,7,5,169,"21,1",82,"0,8",2000,"17,8",0,0,0
2018-09-15 06:00:00,15,7,6,272,21,84,"0,9",2000,"18,1",0,"0,1",0
2018-09-15 07:00:00,15,7,7,453,"21,2",84,"0,3",2000,"18,3","0,05",0,0
2018-09-15 08:00:00,15,7,8,829,"21,7",78,"0,3",2000,"17,6","0,21",0,0
2018-09-15 09:00:00,15,7,9,934,"22,7",72,"1,2",2000,"17,3","0,59",0,0
2018-09-15 10:00:00,15,7,10,1017,"24,4",65,"1,6",1972,"17,3","1,42",0,0
2018-09-15 11:00:00,15,7,11,1212,"25,2",64,"1,2",1938,"17,8","1,31",0,0
2018-09-15 12:00:00,15,7,12,1284,"25,4",63,"0,9",2000,"17,8","1,01",0,0
2018-09-15 13:00:00,15,7,13,1465,"25,8",65,1,1996,"18,7","1,12",0,0
2018-09-15 14:00:00,15,7,14,1474,"25,7",67,"1,2",2000,"19,1","0,9",0,0
2018-09-15 15:00:00,15,7,15,1077,"25,2",71,"0,2",2000,"19,5","0,41",0,0
2018-09-15 16:00:00,15,7,16,1273,"24,4",74,"0,6",1996,"19,4","0,13",0,0
2018-09-15 17:00:00,15,7,17,1474,"24,4",75,"0,6",2000,"19,6","0,17",0,0
2018-09-15 18:00:00,15,7,18,1566,"24,2",76,"1,2",2000,"19,6","0,12",0,0
2018-09-15 19:00:00,15,7,19,1578,"23,8",78,"2,2",1991,"19,7",0,0,0
2018-09-15 20:00:00,15,7,20,1613,"23,5",80,"1,7",1621,"19,8",0,0,0
2018-09-15 21:00:00,15,7,21,1710,"23,3",80,"0,7",1877,"19,6",0,0,0
2018-09-15 22:00:00,15,7,22,1566,"23,1",79,"0,6",1891,"19,2",0,0,0
2018-09-15 23:00:00,15,7,23,1210,"22,9",81,"0,9",1550,"19,4",0,0,0
2018-09-16 00:00:00,16,1,0,1014,"22,8",82,"1,5",935,"19,5",0,0,0
2018-09-16 01:00:00,16,1,1,764,"22,8",84,"0,9",827,"19,9",0,0,0
2018-09-16 02:00:00,16,1,2,432,"22,8",85,"0,8",708,"20,1",0,0,0
2018-09-16 03:00:00,16,1,3,258,"22,6",89,"0,6",578,"20,6",0,"0,2",0
2018-09-16 04:00:00,16,1,4,188,"22,5",89,"0,7",444,"20,5",0,"0,3",0
2018-09-16 05:00:00,16,1,5,123,"22,2",90,"1,4",514,"20,4",0,0,0
2018-09-16 06:00:00,16,1,6,137,22,90,"1,3",471,"20,2",0,0,0
2018-09-16 07:00:00,16,1,7,258,"21,9",95,"1,3",424,21,"0,02",0,0
2018-09-16 08:00:00,16,1,8,464,"21,9",88,"1,6",601,"19,8","0,17",0,0
2018-09-16 09:00:00,16,1,9,725,"22,3",84,"1,9",751,"19,4","0,47",0,0
2018-09-16 10:00:00,16,1,10,813,"22,9",74,"1,3",1162,18,"0,84",0,0
2018-09-16 11:00:00,16,1,11,1014,"23,4",61,"2,1",1964,"15,4","0,91",0,0
2018-09-16 12:00:00,16,1,12,989,"23,7",64,"1,9",1474,"16,4","0,79",0,0
2018-09-16 13:00:00,16,1,13,754,"23,6",66,"2,1",1689,"16,8","0,87",0,0
2018-09-16 14:00:00,16,1,14,409,"23,4",72,"2,2",682,18,"0,73",0,0
2018-09-16 15:00:00,16,1,15,222,"23,2",83,"1,5",349,"20,1","0,77","0,5",0
2018-09-16 16:00:00,16,1,16,142,"22,5",86,"2,5",342,20,"0,47",0,0
2018-09-16 17:00:00,16,1,17,322,22,89,"2,2",285,20,"0,21",1,0
2018-09-16 18:00:00,16,1,18,520,"21,5",89,3,350,"19,6","0,18",0,0
2018-09-16 19:00:00,16,1,19,852,"21,2",87,"2,7",479,"18,9","0,01",0,0
2018-09-16 20:00:00,16,1,20,1073,"21,1",88,"1,7",404,19,0,0,0
2018-09-16 21:00:00,16,1,21,1146,"21,2",88,"1,7",373,"19,1",0,0,0
2018-09-16 22:00:00,16,1,22,988,"21,4",87,"2,4",540,"19,1",0,0,0
2018-09-16 23:00:00,16,1,23,571,"21,3",80,"2,6",1203,"17,7",0,0,0
2018-09-17 00:00:00,17,2,0,531,21,82,"1,8",958,"17,8",0,0,0
2018-09-17 01:00:00,17,2,1,337,"20,5",73,"1,9",1693,"15,4",0,0,0
2018-09-17 02:00:00,17,2,2,227,"20,3",81,"1,9",1234,"16,9",0,"0,1",0
2018-09-17 03:00:00,17,2,3,186,"20,2",82,"1,4",1202,17,0,0,0
2018-09-17 04:00:00,17,2,4,160,20,81,2,1313,"16,6",0,0,0
2018-09-17 05:00:00,17,2,5,246,"19,4",84,"1,6",1252,"16,6",0,0,0
2018-09-17 06:00:00,17,2,6,625,"18,8",88,"1,2",798,"16,7",0,0,0
2018-09-17 07:00:00,17,2,7,1487,"18,5",88,"1,4",695,"16,4","0,08",0,0
2018-09-17 08:00:00,17,2,8,2276,"18,9",77,"0,6",1109,"14,7","0,56",0,0
2018-09-17 09:00:00,17,2,9,1185,"20,5",66,"1,1",1711,"13,9","1,12",0,0
2018-09-17 10:00:00,17,2,10,868,"21,7",60,"1,7",1540,"13,5","1,44",0,0
2018-09-17 11:00:00,17,2,11,954,"23,8",54,"2,1",1626,"13,9","2,55",0,0
2018-09-17 12:00:00,17,2,12,1083,"25,2",50,"1,7",1710,14,"2,83",0,0
2018-09-17 13:00:00,17,2,13,1069,"25,6",50,"3,8",1876,"14,3","2,82",0,0
2018-09-17 14:00:00,17,2,14,1092,"26,7",40,"3,3",1822,"11,9","2,8",0,0
2018-09-17 15:00:00,17,2,15,1207,"27,4",33,"2,7",1955,"9,6","2,5",0,0
2018-09-17 16:00:00,17,2,16,1445,"27,6",37,"2,8",1935,"11,5","1,9",0,0
2018-09-17 17:00:00,17,2,17,2056,"27,3",43,"2,6",2000,"13,6","1,25",0,0
2018-09-17 18:00:00,17,2,18,3277,"25,3",56,"2,8",1992,"15,8","0,54",0,0
2018-09-17 19:00:00,17,2,19,2489,23,63,"3,1",2000,"15,5","0,03",0,0
2018-09-17 20:00:00,17,2,20,2232,"21,9",65,"2,5",1986,15,0,0,0
2018-09-17 21:00:00,17,2,21,2100,"21,3",66,"2,3",1989,"14,6",0,0,0
2018-09-17 22:00:00,17,2,22,1865,"20,8",65,"0,9",2000,"13,9",0,0,0
2018-09-17 23:00:00,17,2,23,1293,"20,2",68,"1,2",1963,14,0,0,0
2018-09-18 00:00:00,18,3,0,0,"19,5",73,"1,2",1916,"14,5",0,0,0
2018-09-18 01:00:00,18,3,1,0,"19,3",71,"0,4",1912,"13,9",0,0,0
2018-09-18 02:00:00,18,3,2,0,"18,8",74,"0,2",1866,14,0,0,0
2018-09-18 03:00:00,18,3,3,0,"18,7",76,"0,5",1916,"14,3",0,0,0
2018-09-18 04:00:00,18,3,4,0,"18,3",78,"0,4",1906,"14,3",0,0,0
2018-09-18 05:00:00,18,3,5,0,"17,9",77,"0,5",1658,"13,8",0,0,0
2018-09-18 06:00:00,18,3,6,0,"17,7",77,"0,2",1757,"13,6",0,0,0
2018-09-18 07:00:00,18,3,7,0,"17,8",76,"0,5",1729,"13,5","0,08",0,0
2018-09-18 08:00:00,18,3,8,0,"18,7",73,"0,9",1501,"13,7","0,34",0,0
2018-09-18 09:00:00,18,3,9,0,"20,8",64,"1,1",1205,"13,7","1,13",0,0
2018-09-18 10:00:00,18,3,10,0,"22,7",54,1,1619,"12,9","1,74",0,0
2018-09-18 11:00:00,18,3,11,0,"24,1",46,"2,1",1678,"11,7","2,03",0,0
2018-09-18 12:00:00,18,3,12,0,"24,7",43,"1,8",1809,"11,2","1,75",0,0
2018-09-18 13:00:00,18,3,13,0,"25,6",40,"2,5",1704,"10,9","2,18",0,0
2018-09-18 14:00:00,18,3,14,0,"26,1",37,"2,3",1749,"10,2","1,92",0,0
2018-09-18 15:00:00,18,3,15,0,"26,1",43,"2,8",1785,"12,5","1,62",0,0
2018-09-18 16:00:00,18,3,16,0,"26,4",34,"2,5",1953,"9,2","1,6",0,0
2018-09-18 17:00:00,18,3,17,0,"25,5",38,"2,9",1997,"10,1","0,92",0,0
2018-09-18 18:00:00,18,3,18,0,"24,8",48,"1,4",2000,13,"0,51",0,0
2018-09-18 19:00:00,18,3,19,0,"23,2",57,"2,2",2000,"14,2","0,03",0,0
2018-09-18 20:00:00,18,3,20,0,"22,6",58,"1,4",2000,"13,9",0,0,0
2018-09-18 21:00:00,18,3,21,0,"22,1",61,"1,5",2000,"14,2",0,0,0
2018-09-18 22:00:00,18,3,22,0,"21,8",65,"0,3",2000,"14,9",0,0,0
2018-09-18 23:00:00,18,3,23,0,"21,2",69,"1,3",1999,"15,2",0,0,0
2018-09-19 00:00:00,19,4,0,0,21,66,"0,4",2000,"14,3",0,0,0
2018-09-19 01:00:00,19,4,1,0,"20,5",64,"0,4",2000,"13,4",0,0,0
2018-09-19 02:00:00,19,4,2,0,20,70,"0,2",2000,"14,3",0,0,0
2018-09-19 03:00:00,19,4,3,0,"19,7",70,"0,5",2000,14,0,0,0
2018-09-19 04:00:00,19,4,4,0,"19,5",70,"0,5",2000,"13,8",0,0,0
2018-09-19 05:00:00,19,4,5,0,"19,3",73,"0,9",1782,"14,3",0,0,0
2018-09-19 06:00:00,19,4,6,0,19,76,"0,3",1488,"14,6",0,0,0
2018-09-19 07:00:00,19,4,7,0,19,74,"0,8",1650,"14,2","0,03",0,0
2018-09-19 08:00:00,19,4,8,0,"19,8",71,"1,1",1534,"14,3","0,26",0,0
2018-09-19 09:00:00,19,4,9,0,"21,5",61,"0,8",1774,"13,6","0,92",0,0
2018-09-19 10:00:00,19,4,10,0,"22,9",59,"1,1",1819,"14,4","1,49",0,0
2018-09-19 11:00:00,19,4,11,0,"23,6",55,"0,6",1723,14,"1,01",0,0
2018-09-19 12:00:00,19,4,12,0,"24,9",51,"1,2",1619,14,"1,56",0,0
2018-09-19 13:00:00,19,4,13,0,"26,5",39,"1,7",1560,"11,4","2,15",0,0
2018-09-19 14:00:00,19,4,14,0,"26,1",40,"1,2",1840,"11,4","1,21",0,0
2018-09-19 15:00:00,19,4,15,0,"25,9",39,"1,4",1836,"10,8","0,9",0,0
2018-09-19 16:00:00,19,4,16,0,"25,6",41,"1,2",1594,"11,3","0,65",0,0
2018-09-19 17:00:00,19,4,17,0,25,44,"1,3",1883,"11,8","0,36",0,0
2018-09-19 18:00:00,19,4,18,0,24,55,"2,2",1691,"14,3","0,12",0,0
2018-09-19 19:00:00,19,4,19,0,"23,5",58,"0,4",1836,"14,7",0,0,0
2018-09-19 20:00:00,19,4,20,0,"22,6",67,"0,3",1737,"16,1",0,0,0
2018-09-19 21:00:00,19,4,21,0,"21,7",63,"1,8",1078,"14,3",0,"0,1",0
2018-09-19 22:00:00,19,4,22,0,"20,9",71,"1,6",1057,"15,4",0,"0,1",0
2018-09-19 23:00:00,19,4,23,0,"20,4",57,"0,9",2000,"11,5",0,0,0
2018-09-20 00:00:00,20,5,0,886,"20,1",58,"0,3",2000,"11,5",0,0,0
2018-09-20 01:00:00,20,5,1,761,20,59,"1,1",1999,"11,7",0,0,0
2018-09-20 02:00:00,20,5,2,524,"19,9",64,"1,5",1755,"12,8",0,0,0
2018-09-20 03:00:00,20,5,3,294,"19,6",72,"1,7",1140,"14,4",0,0,0
2018-09-20 04:00:00,20,5,4,241,"19,6",74,"1,4",847,"14,8",0,0,0
2018-09-20 05:00:00,20,5,5,137,"19,5",74,"1,8",1421,"14,7",0,0,0
2018-09-20 06:00:00,20,5,6,47,"18,8",85,"1,4",412,"16,2",0,"0,5",0
2018-09-20 07:00:00,20,5,7,130,18,95,"1,6",375,"17,1",0,"1,5",0
2018-09-20 08:00:00,20,5,8,299,18,91,"1,3",896,"16,5","0,11","0,5",0
2018-09-20 09:00:00,20,5,9,89,"18,2",93,"1,4",572,17,"0,18",1,0
2018-09-20 10:00:00,20,5,10,87,"18,4",91,"1,2",394,"16,8","0,25","0,5",0
2018-09-20 11:00:00,20,5,11,111,"18,8",95,"1,5",597,"17,9","0,46",0,0
2018-09-20 12:00:00,20,5,12,180,19,91,"1,7",965,"17,4","0,67","0,5",0
2018-09-20 13:00:00,20,5,13,301,"18,9",89,"2,6",586,17,"0,58",0,0
2018-09-20 14:00:00,20,5,14,573,"19,3",83,"2,3",2000,"16,3","0,83","0,5",0
2018-09-20 15:00:00,20,5,15,696,"19,4",79,"1,4",2000,"15,6","0,33",0,0
2018-09-20 16:00:00,20,5,16,912,"19,5",75,"2,1",2000,"14,9","0,38",0,0
2018-09-20 17:00:00,20,5,17,1290,"19,3",76,"2,1",2000,"14,9","0,21",0,0
2018-09-20 18:00:00,20,5,18,1786,"19,1",77,"2,5",2000,"14,9","0,08",0,0
2018-09-20 19:00:00,20,5,19,1272,"18,9",78,"2,2",2000,"14,9",0,0,0
2018-09-20 20:00:00,20,5,20,898,"19,1",77,"2,2",1834,"14,9",0,0,0
2018-09-20 21:00:00,20,5,21,784,"18,7",84,"2,7",1744,"15,9",0,0,0
2018-09-20 22:00:00,20,5,22,1049,"18,4",85,"2,1",1772,"15,8",0,0,0
2018-09-20 23:00:00,20,5,23,935,"18,7",80,"1,7",2000,"15,1",0,0,0
2018-09-21 00:00:00,21,6,0,809,"18,9",78,"2,1",2000,"14,9",0,0,0
2018-09-21 01:00:00,21,6,1,674,19,78,"1,6",2000,15,0,0,0
2018-09-21 02:00:00,21,6,2,122,"19,1",78,"1,3",2000,"15,1",0,0,0
2018-09-21 03:00:00,21,6,3,28,"18,5",88,"1,2",659,"16,4",0,"1,5",0
2018-09-21 04:00:00,21,6,4,24,"17,9",95,"1,7",1298,17,0,"2,5",0
2018-09-21 05:00:00,21,6,5,24,"17,8",93,"1,8",2000,"16,6",0,"0,5",0
2018-09-21 06:00:00,21,6,6,23,"17,6",95,"1,7",974,"16,7",0,"1,5",0
2018-09-21 07:00:00,21,6,7,45,"17,6",96,"1,7",310,"16,9",0,5,0
2018-09-21 08:00:00,21,6,8,127,"17,8",97,2,1284,"17,3","0,09",4,0
2018-09-21 09:00:00,21,6,9,47,"18,2",96,"1,3",1251,"17,5","0,21",1,0
2018-09-21 10:00:00,21,6,10,78,"18,4",96,2,1124,"17,7","0,32",1,0
2018-09-21 11:00:00,21,6,11,98,"18,9",91,"1,8",1938,"17,3","0,64","0,5",0
2018-09-21 12:00:00,21,6,12,143,"19,1",91,2,1971,"17,5","0,63",0,0
2018-09-21 13:00:00,21,6,13,600,"19,8",88,"0,9",1796,"17,7","0,65",0,0
2018-09-21 14:00:00,21,6,14,972,"21,4",76,"1,4",2000,"16,9","1,5","0,5",0
2018-09-21 15:00:00,21,6,15,1288,"21,8",76,"1,4",2000,"17,3","1,2",0,0
2018-09-21 16:00:00,21,6,16,1550,"21,5",78,"1,2",2000,"17,4","0,51",0,0
2018-09-21 17:00:00,21,6,17,1904,"21,2",77,"1,2",2000,"16,9","0,31",0,0
2018-09-21 18:00:00,21,6,18,2235,"20,9",77,"0,6",2000,"16,7","0,23",0,0
2018-09-21 19:00:00,21,6,19,1720,"20,3",81,1,2000,"16,9","0,02",0,0
2018-09-21 20:00:00,21,6,20,1551,20,82,"0,4",2000,"16,8",0,0,0
2018-09-21 21:00:00,21,6,21,1540,"19,9",82,"0,6",2000,"16,7",0,0,0
2018-09-21 22:00:00,21,6,22,1493,"19,7",82,"0,5",2000,"16,5",0,0,0
2018-09-21 23:00:00,21,6,23,1171,"19,5",82,"0,6",2000,"16,3",0,0,0
2018-09-22 00:00:00,22,7,0,953,"19,5",81,"1,1",2000,"16,1",0,0,0
2018-09-22 01:00:00,22,7,1,875,"19,5",83,"1,5",1459,"16,5",0,0,0
2018-09-22 02:00:00,22,7,2,655,"19,4",85,0,1533,"16,8",0,0,0
2018-09-22 03:00:00,22,7,3,458,"18,8",90,1,1191,"17,1",0,0,0
2018-09-22 04:00:00,22,7,4,96,"18,9",88,"0,8",1226,"16,8",0,0,0
2018-09-22 05:00:00,22,7,5,93,"18,8",96,"0,2",973,"18,1",0,"6,5",0
2018-09-22 06:00:00,22,7,6,215,"18,4",95,"0,1",752,"17,5",0,0,0
2018-09-22 07:00:00,22,7,7,363,"18,1",96,"0,9",557,"17,4","0,04",0,0
2018-09-22 08:00:00,22,7,8,654,"18,2",86,0,858,"15,8","0,48",0,0
2018-09-22 09:00:00,22,7,9,810,"19,7",78,"1,3",740,"15,7","1,17",0,0
2018-09-22 10:00:00,22,7,10,925,"21,8",67,"1,9",878,"15,3","1,88",0,0
2018-09-22 11:00:00,22,7,11,1062,"22,7",55,"2,7",1297,"13,1","1,86",0,0
2018-09-22 12:00:00,22,7,12,1273,"24,2",43,"2,2",1798,"10,8","2,31",0,0
2018-09-22 13:00:00,22,7,13,1409,"24,9",32,"3,9",2000,7,"2,57",0,0
2018-09-22 14:00:00,22,7,14,1532,"25,2",28,"4,4",2000,"5,3","2,76",0,0
2018-09-22 15:00:00,22,7,15,1814,"25,4",32,"3,8",1980,"7,4","2,42",0,0
2018-09-22 16:00:00,22,7,16,1840,"25,3",38,3,2000,"9,9","1,88",0,0
2018-09-22 17:00:00,22,7,17,2045,"24,6",35,"3,6",1990,"8,1","1,2",0,0
2018-09-22 18:00:00,22,7,18,1939,"23,2",36,"2,8",2000,"7,2","0,47",0,0
2018-09-22 19:00:00,22,7,19,1743,"21,3",43,"2,8",2000,"8,2","0,02",0,0
2018-09-22 20:00:00,22,7,20,1604,"20,4",52,"1,2",2000,"10,2",0,0,0
2018-09-22 21:00:00,22,7,21,1502,"19,4",55,"0,8",2000,"10,1",0,0,0
2018-09-22 22:00:00,22,7,22,1430,"18,6",62,"0,6",2000,"11,1",0,0,0
2018-09-22 23:00:00,22,7,23,1108,"17,9",66,1,2000,"11,4",0,0,0
2018-09-23 00:00:00,23,1,0,880,"17,2",69,"0,6",2000,"11,4",0,0,0
2018-09-23 01:00:00,23,1,1,644,"16,4",66,"0,1",2000,10,0,0,0
2018-09-23 02:00:00,23,1,2,489,16,72,"1,3",2000,"10,9",0,0,0
2018-09-23 03:00:00,23,1,3,334,"15,8",70,"0,8",2000,"10,3",0,0,0
2018-09-23 04:00:00,23,1,4,202,"16,2",69,"0,7",2000,"10,4",0,0,0
2018-09-23 05:00:00,23,1,5,106,"16,3",67,"0,8",2000,"10,1",0,0,0
2018-09-23 06:00:00,23,1,6,144,"16,5",73,"1,2",2000,"11,6",0,0,0
2018-09-23 07:00:00,23,1,7,261,"16,5",74,"0,4",2000,"11,8",0,0,0
2018-09-23 08:00:00,23,1,8,439,17,69,"1,2",2000,"11,2","0,3",0,0
2018-09-23 09:00:00,23,1,9,534,"18,4",59,1,1951,"10,2","0,86",0,0
2018-09-23 10:00:00,23,1,10,620,"19,3",59,"0,2",2000,11,"0,94",0,0
2018-09-23 11:00:00,23,1,11,764,"20,1",57,3,1929,"11,3","1,29",0,0
2018-09-23 12:00:00,23,1,12,915,"20,8",52,"1,2",1984,"10,5","1,25",0,0
2018-09-23 13:00:00,23,1,13,1031,"22,7",44,"1,4",1913,"9,8","1,77",0,0
2018-09-23 14:00:00,23,1,14,1136,"24,2",40,"1,2",1953,"9,7","2,62",0,0
2018-09-23 15:00:00,23,1,15,1366,25,28,"2,2",2000,"5,2","2,39",0,0
2018-09-23 16:00:00,23,1,16,1502,"24,6",29,4,1988,"5,3","1,73",0,0
2018-09-23 17:00:00,23,1,17,1591,"24,1",41,"2,4",2000,10,"1,17",0,0
2018-09-23 18:00:00,23,1,18,1492,"22,3",53,"2,7",2000,"12,2","0,44",0,0
2018-09-23 19:00:00,23,1,19,1333,21,54,"2,9",2000,"11,3","0,01",0,0
2018-09-23 20:00:00,23,1,20,1287,"20,2",48,"3,3",2000,"8,8",0,0,0
2018-09-23 21:00:00,23,1,21,1148,"19,1",38,"2,1",2000,"4,4",0,0,0
2018-09-23 22:00:00,23,1,22,1074,"18,5",40,"2,5",2000,"4,6",0,0,0
2018-09-23 23:00:00,23,1,23,768,"17,7",45,"1,1",2000,"5,6",0,0,0
2018-09-24 00:00:00,24,2,0,620,"17,2",50,"1,7",2000,"6,6",0,0,0
2018-09-24 01:00:00,24,2,1,426,"16,8",53,2,2000,"7,1",0,0,0
2018-09-24 02:00:00,24,2,2,302,"16,1",57,"0,7",2000,"7,5",0,0,0
2018-09-24 03:00:00,24,2,3,216,"15,5",63,"0,3",2000,"8,4",0,0,0
2018-09-24 04:00:00,24,2,4,141,"14,9",68,"0,9",2000,9,0,0,0
2018-09-24 05:00:00,24,2,5,105,"14,4",66,"0,3",2000,"8,1",0,0,0
2018-09-24 06:00:00,24,2,6,141,"14,3",66,"0,5",2000,8,0,0,0
2018-09-24 07:00:00,24,2,7,205,"14,7",61,"2,1",2000,"7,2","0,02",0,0
2018-09-24 08:00:00,24,2,8,296,"15,4",52,"2,2",1985,"5,5","0,49",0,0
2018-09-24 09:00:00,24,2,9,310,17,43,"2,1",1993,"4,3","1,36",0,0
2018-09-24 10:00:00,24,2,10,426,"18,5",38,"3,3",2000,"3,8","2,02",0,0
2018-09-24 11:00:00,24,2,11,588,"19,4",31,"4,1",1966,"1,8","2,55",0,0
2018-09-24 12:00:00,24,2,12,754,"20,3",34,"2,6",2000,"3,9","2,85",0,0
2018-09-24 13:00:00,24,2,13,885,"20,9",30,"3,5",2000,"2,6","2,93",0,0
2018-09-24 14:00:00,24,2,14,1099,"21,3",30,"4,3",2000,3,"2,78",0,0
2018-09-24 15:00:00,24,2,15,1273,"21,8",32,"3,3",2000,"4,3","2,42",0,0
2018-09-24 16:00:00,24,2,16,1433,22,31,"2,7",2000,4,"1,87",0,0
2018-09-24 17:00:00,24,2,17,1442,"21,6",32,"3,1",2000,"4,1","1,2",0,0
2018-09-24 18:00:00,24,2,18,1237,"20,3",35,"2,4",2000,"4,3","0,46",0,0
2018-09-24 19:00:00,24,2,19,1280,"18,6",54,"2,7",2000,9,"0,01",0,0
2018-09-24 20:00:00,24,2,20,1227,"17,6",57,"1,4",2000,"8,9",0,0,0
2018-09-24 21:00:00,24,2,21,1145,"16,8",58,"1,2",2000,"8,4",0,0,0
2018-09-24 22:00:00,24,2,22,958,"16,6",47,"3,9",2000,"5,2",0,0,0
